Date,Problem,Training Period ,Evaluation Period,History Length,Max Steps ,Flooding Value,Include Actions,Recurrent,Expert Buffer,Random Buffer,Prioritised Experience Replay ,Average Score,Std Deviation,Deep Network (8 layers),Wide Network,Learning Rate,Batch Size,Layer width,Include_Results
11/10/2020,"Rock Sample (3,1)",150,150,5,10,0,TRUE,FALSE,TRUE,FALSE,TRUE,10,0,FALSE,FALSE,0.001,32,50,TRUE
11/10/2020,"Rock Sample (3,1)",150,150,5,10,0,TRUE,FALSE,FALSE,FALSE,TRUE,10,0,FALSE,FALSE,0.001,32,50,TRUE
11/10/2020,"Rock Sample (3,1)",300,300,5,10,0,TRUE,FALSE,TRUE,FALSE,TRUE,10,0,FALSE,FALSE,0.01,32,50,TRUE
11/10/2020,"Rock Sample (3,1)",300,300,5,10,0,TRUE,FALSE,FALSE,FALSE,TRUE,10,0,FALSE,FALSE,0.01,32,50,TRUE
11/10/2020,"Rock Sample (3,1)",300,300,5,10,0,TRUE,FALSE,TRUE,FALSE,TRUE,10,0,FALSE,FALSE,0.001,32,50,TRUE
11/10/2020,"Rock Sample (3,1)",300,300,5,10,0,TRUE,FALSE,FALSE,FALSE,TRUE,10,0,FALSE,FALSE,0.001,32,50,TRUE
11/10/2020,"Rock Sample (3,1)",150,150,5,10,0,TRUE,FALSE,TRUE,FALSE,TRUE,10,0,FALSE,FALSE,0.01,32,50,FALSE
11/10/2020,"Rock Sample (3,1)",150,150,5,10,0,TRUE,FALSE,FALSE,FALSE,TRUE,10,0,FALSE,FALSE,0.01,32,50,FALSE
11/10/2020,"Rock Sample (3,1)",150,150,5,10,0,TRUE,FALSE,TRUE,FALSE,TRUE,-14,14.65486611,FALSE,FALSE,0.001,32,50,FALSE
11/10/2020,"Rock Sample (3,1)",150,150,5,10,0,TRUE,FALSE,FALSE,FALSE,TRUE,10,0,FALSE,FALSE,0.001,32,50,FALSE
11/10/2020,"Rock Sample (3,1)",300,300,5,10,0,TRUE,FALSE,TRUE,FALSE,TRUE,10,0,FALSE,FALSE,0.01,32,50,FALSE
11/10/2020,"Rock Sample (3,1)",300,300,5,10,0,TRUE,FALSE,FALSE,FALSE,TRUE,11.16666667,4.285647926,FALSE,FALSE,0.01,32,50,FALSE
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,True,False,True,14.0,5.107539184552492,False,False,0.001,32,50,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,False,False,True,10.0,0.0,False,False,0.001,32,50,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,True,False,True,10.0,0.0,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,False,False,True,10.0,0.0,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,True,False,True,0.7333333333333333,9.989738324644534,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,False,False,True,10.0,0.0,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,True,False,True,10.0,0.0,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,False,False,True,10.0,0.0,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,True,False,True,9.866666666666667,3.655145576605143,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,False,False,True,10.0,0.0,False,False,0.001,32,15,True
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,True,False,True,10.0,0.0,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,False,False,True,10.0,0.0,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,True,False,True,7.966666666666667,4.031509118779828,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,False,False,True,10.0,0.0,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,True,False,True,10.0,0.0,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,True,False,False,True,10.0,0.0,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,True,False,True,4.7,4.999331058930714,False,False,0.001,32,15,False
2020-10-11,"Rock Sample (3,1)",300,300,5,10,0,True,False,False,False,True,10.0,0.0,False,False,0.001,32,15,False
